Console,GameName,Review,Score
X360,Enchanted Arms,Good,7
PS2,Xenosaga Episode III: Also Sprach Zarathustra,Great,8
PSP,50 Cent: Bulletproof,Mediocre,5
X360,Time Pilot,Good,7
GBA,Madden NFL 07,Fair,6
X360,Saints Row,Great,8
PSP,Ultimate Ghosts 'n Goblins,Fair,6
PC,Sword of the Stars,Good,7
PSP,Def Jam: Fight for NY: The Takeover,Great,8
PC,Barrow Hill: Curse of the Ancient Circle,Terrible,2
X360,Texas Hold 'Em,Fair,6
PC,Safecracker: The Ultimate Puzzle Adventure,Fair,6
X360,Madden NFL 07,Good,7
PS2,Madden NFL 07,Great,8
GC,Madden NFL 07,Great,8
XBOX,Madden NFL 07,Great,8
PSP,Payout Poker & Casino,Fair,6
XBOX,Xyanide,Good,7
PS2,Pirates: Legend of the Black Buccaneer,Bad,3
DS,Deep Labyrinth,Fair,6
PC,Act of War: High Treason,Great,8
PS2,Dirge of Cerberus: Final Fantasy VII,Fair,6
PC,DarkStar One,Great,8
X360,Ninety-Nine Nights,Mediocre,5
PC,FlatOut 2,Good,7
PC,World War II Combat: Iwo Jima,Terrible,2
XBOX,World War II Combat: Iwo Jima,Terrible,2
GBA,Battle B-Daman,Mediocre,5
X360,Pac-Man,Fair,6
GC,Super Monkey Ball Adventure,Mediocre,5
PS2,Super Monkey Ball Adventure,Mediocre,5
GC,Barnyard,Good,7
PS2,Barnyard,Good,7
PC,Barnyard,Good,7
GBA,Barnyard,Mediocre,5
X360,Dead Rising,Great,8
PC,Dungeon Siege II: Broken World,Fair,6
PS2,Sprint Cars: Road to Knoxville,Mediocre,5
X360,Street Fighter II' Hyper Fighting,Fair,6
PSP,Tekken: Dark Resurrection,Superb,9
XBOX,FlatOut 2,Good,7
PS2,FlatOut 2,Good,7
GBA,Summon Night: Swordcraft Story,Good,7
GBA,The Ant Bully,Fair,6
GC,The Ant Bully,Poor,4
PS2,The Ant Bully,Poor,4
PC,The Ant Bully,Poor,4
XBOX,AMF Xtreme Bowling,Poor,4
PC,The Secrets of Da Vinci: The Forbidden Manuscript,Fair,6
XBOX,Painkiller: Hell Wars,Good,7
PC,CivCity: Rome,Fair,6
XBOX,Warpath,Mediocre,5
PC,Warpath,Mediocre,5
GBA,Greg Hastings' Tournament Paintball Max'd,Terrible,2
X360,Galaga,Fair,6
PC,Terrawars: New York Invasion,Terrible,2
PSP,Miami Vice: The Game,Good,7
PC,Outlaw Chopper,Terrible,2
PC,The Ship,Great,8
PC,Civilization IV: Warlords,Great,8
GC,Monster House,Poor,4
PS2,Monster House,Poor,4
GBA,Pirates of the Caribbean: Dead Man's Chest,Fair,6
GBA,Monster House,Great,8
DS,Monster House,Good,7
PSP,Blade Dancer: Lineage of Light,Fair,6
PC,Moscow to Berlin: Red Siege,Poor,4
PS2,Super Dragon Ball Z,Good,7
X360,Cloning Clyde,Good,7
X360,NCAA Football 07,Great,8
PS2,NCAA Football 07,Great,8
XBOX,NCAA Football 07,Great,8
DS,Pirates of the Caribbean: Dead Man's Chest,Mediocre,5
PC,IHRA Drag Racing: Sportsman Edition,Bad,3
PS2,World Soccer Winning Eleven 9,Superb,9
PSP,NCAA Football 07,Good,7
PSP,Valkyrie Profile: Lenneth,Good,7
PSP,Pirates of the Caribbean: Dead Man's Chest,Fair,6
PS2,Ruff Trigger: Vanocore Conspiracy,Fair,6
PC,Cossacks II: Battle for Europe,Fair,6
PC,Micro Machines V4,Mediocre,5
X360,Chromehounds,Good,7
X360,Frogger,Fair,6
PC,Glory of the Roman Empire,Mediocre,5
PSP,MTX Mototrax,Good,7
PSP,Juiced Eliminator,Fair,6
XBOX,IHRA Drag Racing Sportsman Edition,Bad,3
PS2,IHRA Drag Racing Sportsman Edition,Bad,3
X360,Prey,Good,7
PC,Prey,Good,7
PC,Night Watch,Mediocre,5
X360,The Lord of the Rings: The Battle for Middle-earth II,Great,8
PS2,Naruto: Ultimate Ninja,Good,7
PC,International Cricket Captain 2006,Fair,6
PC,Hard Truck: Apocalypse,Poor,4
X360,Over G Fighters,Mediocre,5
PS2,Pirates of the Caribbean: The Legend of Jack Sparrow,Fair,6
PC,Pirates of the Caribbean: The Legend of Jack Sparrow,Fair,6
PSP,World Tour Soccer 2,Good,7
PS2,AMF Xtreme Bowling,Poor,4
PS2,Micro Machines V4,Mediocre,5
PC,Titan Quest,Good,7
PS2,Armored Core: Last Raven,Mediocre,5
DS,Break 'Em All,Fair,6
DS,Sudoku Gridmaster,Fair,6
XBOX,Crusty Demons,Poor,4
PC,Rome: Total War Alexander,Great,8
GBA,Mega Man Battle Network 6 Cybeast Falzar,Fair,6
GBA,Mega Man Battle Network 6: Cybeast Gregar,Fair,6
PC,Soldier Elite,Poor,4
PC,NFL Head Coach,Good,7
PS2,Armored Core: Nine Breaker,Fair,6
PSP,Tomb Raider: Legend,Fair,6
PS2,NFL Head Coach,Good,7
XBOX,NFL Head Coach,Good,7
GBA,Dragon Ball: Advanced Adventure,Good,7
PSP,The Legend of Heroes II: Prophecy of the Moonlight Witch,Fair,6
X360,MotoGP 06,Great,8
PS2,MotoGP 4,Good,7
GC,Major League Baseball 2K6,Good,7
PSP,Talkman,Good,7
DS,Point Blank DS,Good,7
PC,Freedom Force vs. The Third Reich,Great,8
PS2,Urban Chaos: Riot Response,Good,7
XBOX,Urban Chaos: Riot Response,Good,7
PS2,Gallop Racer 2006,Mediocre,5
PS2,MLB SlugFest 2006,Mediocre,5
XBOX,MLB SlugFest 2006,Mediocre,5
PC,Sensible Soccer 2006,Good,7
PSP,Cars,Good,7
DS,Cars,Fair,6
GBA,Cars,Fair,6
PC,Rise & Fall: Civilizations at War,Fair,6
PS2,Street Fighter Alpha Anthology,Good,7
PS2,And 1 Streetball,Poor,4
XBOX,And 1 Streetball,Poor,4
DS,Dino Master,Terrible,2
PS2,Grand Theft Auto: Liberty City Stories,Good,7
PC,The Movies: Stunts & Effects,Good,7
DS,2006 FIFA World Cup,Good,7
PC,Rush for Berlin,Good,7
PSP,Gradius Collection,Great,8
PS2,Teen Titans,Fair,6
GC,Teen Titans,Fair,6
PSP,Astonishia Story,Fair,6
DS,Big Brain Academy,Good,7
PC,Daemonica,Poor,4
DS,Magnetica,Good,7
DS,Over the Hedge,Mediocre,5
GBA,Over the Hedge,Mediocre,5
XBOX,Stacked with Daniel Negreanu,Good,7
PS2,Stacked with Daniel Negreanu,Good,7
PC,Stacked with Daniel Negreanu,Good,7
PC,City Life,Good,7
PC,Emergency 3,Mediocre,5
PC,Half-Life 2: Episode One,Great,8
PSP,Lemmings,Great,8
GBA,2006 FIFA World Cup,Poor,4
DS,X-Men: The Official Game,Poor,4
GBA,X-Men: The Official Game,Fair,6
PC,Ricochet Lost Worlds Recharged,Great,8
PC,SpongeBob Squarepants Collapse,Mediocre,5
PC,Super Text Twist,Good,7
PC,Wik & the Fable of Souls,Superb,9
PC,Zzed,Mediocre,5
PC,Zuma Deluxe,Great,8
PC,Airstrike II: Gulf Thunder,Great,8
X360,Hitman: Blood Money,Great,8
XBOX,Hitman: Blood Money,Great,8
PS2,Hitman: Blood Money,Great,8
PC,Hitman: Blood Money,Great,8
PSP,2006 FIFA World Cup,Great,8
PSP,Race Driver 2006,Great,8
PSP,Field Commander,Great,8
PS2,Jaws Unleashed,Bad,3
XBOX,Jaws Unleashed,Bad,3
XBOX,Rogue Trooper,Fair,6
PS2,Rogue Trooper,Fair,6
PC,Rogue Trooper,Fair,6
PC,Desperados 2: Cooper's Revenge,Fair,6
X360,Rockstar Games Presents Table Tennis,Great,8
PS2,Steambot Chronicles,Good,7
PS2,X-Men: The Official Game,Mediocre,5
GC,X-Men: The Official Game,Mediocre,5
XBOX,X-Men: The Official Game,Mediocre,5
X360,X-Men: The Official Game,Mediocre,5
PC,Heroes of Might and Magic V,Great,8
PSP,Monster Hunter Freedom,Fair,6
PS2,The Hustle: Detroit Streets,Poor,4
XBOX,The Hustle: Detroit Streets,Poor,4
PC,The Da Vinci Code,Fair,6
XBOX,The Da Vinci Code,Fair,6
PS2,The Da Vinci Code,Fair,6
XBOX,Army Men: Major Malfunction,Bad,3
PC,SpellForce 2: Shadow Wars,Great,8
PSP,NBA Ballers Rebound,Good,7
PC,X-Men: The Official Game,Mediocre,5
GC,Over the Hedge,Mediocre,5
PC,Over the Hedge,Mediocre,5
PS2,Over the Hedge,Mediocre,5
XBOX,Over the Hedge,Mediocre,5
PC,2006 FIFA World Cup,Great,8
GC,2006 FIFA World Cup,Great,8
PC,Paradise,Mediocre,5
PC,SiN Episodes: Emergence,Good,7
XBOX,Championship Bowling,Mediocre,5
DS,Blades of Thunder II,Bad,3
DS,Top Gun,Bad,3
PS,40 Winks,Poor,4
DC,Bust-A-Move 4,Good,7
GBC,Casper GBC,Poor,4
PS,Colony Wars: Red Sun,Good,7
GBC,Driver,Good,7
N64,Excitebike 64,Great,8
PS,Expendable (PS),Fair,6
DC,F1 World Grand Prix,Good,7
DC,Gauntlet Legends DC,Poor,4
PS,Grind Session,Superb,9
DC,Rainbow Six DC,Great,8
PS,Spec Ops: Stealth Patrol,Poor,4
GBC,Test Drive Le Mans,Great,8
PC,Lemmings Revolution,Good,7
PC,The New York Times Crossword Puzzles -,Fair,6
PS,Mr. Driller,Fair,6
PC,Hot Wheels Micro Racers,Fair,6
PC,Martian Gothic: Unification,Mediocre,5
GBC,The Road to El Dorado,Good,7
PC,Flying Heroes,Good,7
PC,Motocross Madness 2,Great,8
PC,Who Wants to Be a Millionaire 2nd Edition,Fair,6
PS,Runabout 2,Mediocre,5
PC,SimCity 3000 Unlimited,Good,7
DC,Industrial Spy,Bad,3
PS,Grudge Warriors,Mediocre,5
PS2,Sky Surfer Import,Bad,3
N64,Bomberman 64: The Second Attack,Mediocre,5
DC,Space Channel 5,Good,7
GBC,1942,Poor,4
PS2,All Star Pro-Wrestling Import,Poor,4
PS,NGEN Racing,Good,7
DC,Nightmare Creatures 2,Mediocre,5
N64,PGA European Tour,Poor,4
PS,Rhapsody: A Musical Adventure,Mediocre,5
DC,Striker Pro 2000,Fair,6
PS,Striker Pro 2000,Fair,6
GBC,Triple Play 2001,Bad,3
PC,Ultima Online: Renaissance,Good,7
GBC,Wacky Races,Great,8
GBC,All-Star Baseball 2001,Good,7
GBC,Chase HQ: Secret Police,Fair,6
N64,International Track & Field 2000,Poor,4
GBC,Mask of Zorro,Bad,3
PC,BreakNeck,Fair,6
GBC,Asterix: The Search for Dogmatix Import,Good,7
PC,Dracula Resurrection,Fair,6
GBC,Looney Tunes Collector: Alert!,Fair,6
NGPC,Cotton,Good,7
GBC,Crystalis,Great,8
N64,Asteroids Hyper 64,Poor,4
PC,Star Trek: Klingon Academy,Fair,6
DC,South Park Rally,Terrible,2
N64,Army Men: Air Combat,Good,7
N64,Carmageddon 64,Terrible,2
N64,Indy Racing 2000,Good,7
DC,Mag Force Racing,Fair,6
PC,Metal Fatigue,Fair,6
PS,Mortal Kombat Special Forces,Terrible,2
GBC,NASCAR 2000,Good,7
PS,Pro Pinball: Big Race USA,Fair,6
DC,Toy Story 2,Mediocre,5
GBC,Turok 3: Shadow of Oblivion,Good,7
GBC,X-Men: Mutant Academy,Terrible,2
GBC,Towers: Lord Baniff's Deceit,Mediocre,5
DC,Walt Disney World Quest - Magical Racing Tour,Good,7
PC,Dogs of War,Mediocre,5
PC,Warlords Battlecry,Great,8
DC,Mr. Driller,Mediocre,5
GBC,Mr. Driller,Good,7
PC,Heavy Metal: F.A.K.K. 2,Fair,6
DC,Midway's Greatest Arcade Hits Volume 1,Mediocre,5
PC,Dark Reign 2,Great,8
DC,The Ring: Terror's Realm,Poor,4
GBC,Warlocked,Fair,6
DC,Aerowings 2: Air Strike,Great,8
PS,Ball Breakers,Mediocre,5
GBC,Men In Black: The Series 2,Mediocre,5
N64,Rally Challenge 2000,Poor,4
PS,Sno-Cross Championship Racing,Good,7
PS,NCAA Football 2001,Good,7
GBC,Xtreme Sports,Great,8
GBC,Toonsylvania,Poor,4
PC,The Sims: Livin' Large,Great,8
DC,Hidden and Dangerous,Fair,6
DC,Jeremy McGrath Supercross 2000,Mediocre,5
PS,Jeremy McGrath Supercross 2000,Poor,4
PS,Madden NFL 2001,Superb,9
PS,Star Trek: Invasion,Mediocre,5
GBC,Test Drive Cycles,Good,7
DC,Ultimate Fighting Championship,Superb,9
PS,Vanguard Bandits,Fair,6
PS,Polaris SnoCross,Mediocre,5
PS,ECW Anarchy Rulz,Mediocre,5
PS,Sydney 2000,Mediocre,5
PS,ATV: Quad Power Racing,Poor,4
N64,Mario Tennis,Great,8
PC,Grand Prix 3,Great,8
GBC,Spider-Man,Fair,6
PS,NFL GameDay 2001,Good,7
PS,Surf Riders,Fair,6
DC,Sega GT,Good,7
PC,Microsoft Golf 2001 Edition,Good,7
DC,Deep Fighter,Great,8
PS,Peter Jacobsen's Golden Tee Golf,Terrible,2
PS,Blaster Master: Blasting Again,Good,7
PS,Countdown Vampires,Bad,3
PS,Dave Mirra Freestyle BMX,Fair,6
PC,Madden NFL 2001,Good,7
N64,Madden NFL 2001,Superb,9
DC,NFL QB Club 2001,Poor,4
GBC,Perfect Dark,Mediocre,5
N64,San Francisco Rush 2049,Good,7
GBC,San Francisco Rush 2049,Bad,3
PC,Rally Masters: Michelin Race of Champions,Good,7
PS,The Flintstones Bedrock Bowling,Terrible,2
PC,Sydney 2000,Poor,4
DC,Spawn,Mediocre,5
DC,NFL 2K1,Superb,9
PS,Disney's Dinosaur,Poor,4
PS,NFL Blitz 2001,Good,7
PS,NCAA GameBreaker 2001,Great,8
PC,Homeworld: Cataclysm,Great,8
PC,Star Trek: New Worlds,Poor,4
PC,NASCAR Heat,Good,7
PC,Star Trek: Voyager Elite Force,Great,8
PS,MTV Skateboarding,Terrible,2
PC,MTV Sports: Skateboarding,Mediocre,5
DC,Virtua Athlete 2000,Good,7
PS,Ms. Pac-Man Maze Madness,Fair,6
DC,Vampire Chronicles,Good,7
PC,Maximum Pool,Fair,6
PS,Bomberman Party Edition,Good,7
PC,Reach for the Stars,Fair,6
GBC,Blaster Master Enemy Below,Great,8
PC,Who Wants to Beat Up a Millionaire,Mediocre,5
PC,Radio Control Racers Deluxe: Traxxas Edition,Good,7
PS,Tyco RC Assault with a Battery,Fair,6
DC,Demolition Racer: No Exit,Good,7
PC,The Dukes of Hazzard: Racing for Home,Poor,4
PS,Muppet Race Mania,Mediocre,5
N64,Ogre Battle 64,Superb,9
DC,Test Drive V-Rally,Great,8
PS,Spin Jam,Fair,6
PS,NHL 2001,Great,8
PC,Wizards & Warriors,Good,7
DC,Sydney 2000,Mediocre,5
DC,NFL Blitz 2001,Superb,9
N64,NFL Blitz 2001,Great,8
PS,Destruction Derby Raw,Good,7
PS,RPG Maker,Fair,6
DC,Railroad Tycoon II,Good,7
PC,Blair Witch Volume 1: Rustin Parr,Good,7
PC,Midtown Madness 2,Great,8
PS,World Destruction League: Thunder Tanks,Terrible,2
DC,Caesar's Palace 2000,Terrible,2
PS,Army Men World War: Land; Sea; Air,Fair,6
PC,Panzer General III: Scorched Earth,Mediocre,5
PC,Professional Bull Rider 2,Fair,6
PS2,G-Saviour,Mediocre,5
PC,Close Combat: Invasion Normandy,Good,7
PS,MTV Sports: Pure Ride,Good,7
N64,Big Mountain 2000,Mediocre,5
GBC,Daikatana,Good,7
PS2,Madden NFL 2001,Superb,9
PS,Mega Man Legends 2,Great,8
DC,Red Dog: Superior Firepower,Fair,6
DC,Resident Evil 3: Nemesis,Great,8
PS,Rollcage Stage II,Good,7
PC,Death Track Racing,Good,7
N64,The World is not Enough,Good,7
PC,Tony Hawk's Pro Skater 2,Great,8
PS2,X-Squad,Mediocre,5
PC,The Devil Inside,Fair,6
PS,Breakout,Poor,4
PS2,ESPN X-Games Snowboarding,Fair,6
PS,Frogger 2: Swampy's Revenge,Good,7
PS,Galaga: Destination Earth,Poor,4
PS,Mike Tyson's Boxing,Bad,3
DC,Star Wars: Episode 1: Jedi Power Battles,Mediocre,5
PS,Driver 2,Great,8
PC,4x4 Evolution,Great,8
PS,NBA Live 2001,Great,8
PC,Escape from Monkey Island,Great,8
DC,Cannon Spike,Good,7
PC,Tiger Woods PGA Tour 2001,Good,7
PC,Rune,Fair,6
N64,Mickey's Speedway USA,Good,7
DC,NBA 2K1,Superb,9
PS2,Silent Scope,Poor,4
DC,Ready 2 Rumble Boxing: Round 2,Good,7
PS2,Ready 2 Rumble Boxing: Round 2,Great,8
PS,Crash Bash,Fair,6
PC,Links 2001,Great,8
PS2,NASCAR 2001,Good,7
PS,Knockout Kings 2001,Great,8
PS2,Smuggler's Run,Great,8
DC,Sonic Shuffle,Poor,4
PS,Army Men: Air Attack 2,Good,7
DC,ESPN The Games: International Track & Field,Good,7
PS2,ESPN The Games: International Track & Field,Great,8
PC,Zeus: Master of Olympus,Great,8
PS,F1 Championship Season 2000,Great,8
PS,Cool Boarders 2001,Bad,3
PC,Starship Troopers,Mediocre,5
PC,Pac-Man: Adventures in Time,Good,7
PC,Delta Force: Land Warrior,Good,7
DC,Buzz Lightyear of Star Command,Poor,4
PS2,NFL GameDay 2001,Mediocre,5
PS,WCW Backstage Assault,Mediocre,5
PS,NBA ShootOut 2001,Fair,6
DC,Sega Marine Fishing,Good,7
PS,Looney Tunes Racing,Fair,6
PS,McGrath vs. Pastrana Freestyle Motocross,Bad,3
PC,Dirt Track Racing: Sprint Cars,Good,7
GBC,Alice In Wonderland,Superb,9
PC,Heroes Chronicles: Warlords of the Wasteland,Fair,6
PC,Blair Witch Volume 2: The Legend of Coffin Rock,Fair,6
PC,Heroes Chronicles: Conquest of the Underworld,Fair,6
PS,You Don't Know Jack: Mock 2,Good,7
PC,Deep Raider,Bad,3
DC,Quake III Arena,Superb,9
N64,Indiana Jones and the Infernal Machine,Fair,6
DC,Rogue Spear,Good,7
DC,Army Men Sarge's Heroes,Fair,6
GBC,Dave Mirra Freestyle BMX,Good,7
DC,Dave Mirra Freestyle BMX,Bad,3
PC,Dino Crisis,Mediocre,5
DC,Evil Dead: Hail to the King,Poor,4
PC,Fur Fighters,Fair,6
PC,Giants: Citizen Kabuto,Superb,9
PS2,Gradius III & IV,Fair,6
PS,FoxKids.com Micro Maniacs Racing,Good,7
DC,ESPN NBA 2Night,Poor,4
PS,Sheep,Good,7
DC,StarLancer,Good,7
GBC,Tony Hawk's Pro Skater 2,Great,8
PS,Ultimate Fighting Championship,Terrible,2
DC,Urban Chaos (DC),Terrible,2
DC,Vanishing Point,Great,8
DC,Frogger 2,Fair,6
GBC,Frogger 2,Mediocre,5
PS,HBO Boxing,Terrible,2
DC,ECW Anarchy Rulz,Fair,6
PC,Battle Isle: The Andosia War,Fair,6
PC,Call to Power II,Good,7
PC,Sea Dogs,Good,7
PS,Tiger Woods PGA Tour Golf,Mediocre,5
PS,Blade,Poor,4
PC,Virtual Pool 3,Great,8
PS,102 Dalmatians Puppies To The Rescue,Mediocre,5
DC,102 Dalmatians Puppies To The Rescue,Fair,6
PC,MechWarrior 4: Vengeance,Great,8
PS,Ready 2 Rumble: Round 2 (PS),Good,7
DC,Star Wars Demolition,Good,7
PS,Star Wars Demolition,Fair,6
N64,Star Wars: Episode I: Battle for Naboo,Good,7
PC,Championship Surfer,Mediocre,5
PS,Championship Surfer,Good,7
DC,Championship Surfer,Good,7
PS,Power Spike Pro Beach Volleyball,Poor,4
N64,Midway's Greatest Arcade Hits Volume I,Mediocre,5
PS2,NCAA GameBreaker 2001,Mediocre,5
PC,F1 Championship Season 2000,Great,8
PS2,F1 Championship Season 2000,Good,7
PC,Starfleet Command Volume II: Empires at War,Good,7
DC,Chicken Run,Mediocre,5
PS,Chicken Run,Mediocre,5
PS,Army Men: Sarge's Heroes 2,Bad,3
PS,Muppet Monster Adventure,Good,7
PS2,Wild Wild Racing,Fair,6
DC,MTV Sports: Skateboarding Featuring Andy Macdonald,Terrible,2
DC,Coaster Works,Mediocre,5
N64,Ms. Pac-Man Maze Madness,Fair,6
N64,Sin and Punishment Import,Good,7
N64,Spider-Man,Good,7
N64,WCW Backstage Assault,Mediocre,5
PC,Timeline,Poor,4
PS,Tomb Raider Chronicles,Good,7
PC,Tomb Raider: Chronicles,Fair,6
DC,Maximum Pool,Mediocre,5
GBC,Donkey Kong Country,Superb,9
PS2,Theme Park Roller Coaster,Great,8
PC,Gunman Chronicles,Mediocre,5
PC,Amazons & Aliens,Mediocre,5
PS2,Real Pool,Mediocre,5
PS,FIFA 2001,Great,8
GBC,Cruis'n Exotica,Mediocre,5
PS,Torneko: The Last Hope,Fair,6
PS,Disney's Donald Duck: Goin' Quackers,Mediocre,5
GBC,Pok&#233mon Puzzle Challenge,Great,8
PS,NCAA Final Four 2001,Mediocre,5
PS2,NCAA Final Four 2001,Poor,4
PC,B-17 Flying Fortress: The Mighty 8th,Good,7
PS,Gundam Battle Assault,Mediocre,5
PS2,Guitar Freaks 3rd Mix & DrumMania 2nd Mix Import,Superb,9
PC,Microsoft Casino,Mediocre,5
PS2,Bust A Move Dance Summit 2001 Import,Good,7
GBC,Dexter's Laboratory: Robot Rampage,Fair,6
GBC,Powerpuff Girls: Bad Mojo Jojo,Bad,3
PS,Razor Freestyle Scooter,Fair,6
PC,Motocross Mania,Good,7
GBC,X-Men: Mutant Wars,Poor,4
PC,Hoyle Casino,Good,7
PC,Hoyle Card Games,Good,7
PS,King of Fighters '99 Evolution,Fair,6
PC,Hoyle Word Games,Good,7
PC,Harley-Davidson: Wheels of Freedom,Mediocre,5
PS,Contender 2,Fair,6
GBC,Road Champs BXS Stunt Biking,Fair,6
N64,Tom & Jerry: Fists of Furry,Fair,6
GBC,Airforce Delta,Poor,4
N64,Blues Brothers 2000,Poor,4
N64,Hercules: The Legendary Journey,Fair,6
N64,Mega Man 64,Mediocre,5
PS,Speedball 2100,Good,7
N64,Polaris SnoCross,Bad,3
PS2,NBA Live 2001,Great,8
PC,IHRA Drag Racing,Mediocre,5
PC,No Escape,Mediocre,5
PC,Kingdom Under Fire,Mediocre,5
DC,The Grinch,Fair,6
GBC,The Mummy,Good,7
PS,Gold & Glory: The Road to El Dorado,Bad,3
PS2,Knockout Kings 2001,Poor,4
DC,Bang! Gunship Elite,Fair,6
DC,Dinosaur,Poor,4
PC,Age of Sail II,Good,7
PS,ESPN MLS GameNight,Good,7
PS,Mega Man X5,Good,7
GBC,F1 Championship Season 2000,Fair,6
PS,NASCAR Heat,Mediocre,5
GBC,NASCAR Heat,Fair,6
PC,Chicken Run,Mediocre,5
PS2,NHL FaceOff 2001,Mediocre,5
DC,Xtreme Sports,Good,7
DC,Speed Devils Online,Good,7
PC,Airfix Dogfighter,Good,7
PS,Animorphs: Shattered Reality,Bad,3
PC,Rowan's Battle of Britain,Great,8
PC,Ground Control: Dark Conspiracy,Good,7
PS,The Dukes of Hazzard II: Daisy Dukes It Out,Mediocre,5
GBC,Looney Tunes Racing,Mediocre,5
PS,Bugs & Taz: Time Busters,Good,7
DC,Disney's Donald Duck Goin' Quackers,Mediocre,5
PS2,Disney's Donald Duck: Goin' Quackers,Fair,6
GBC,Metal Walker,Great,8
PS,Championship Motocross 2001 Featuring Ricky Carmichael,Good,7
DC,The Next Tetris: On-Line Edition,Poor,4
PC,Combat Command 2: Danger Forward!,Fair,6
GBC,Sgt. Rock: On the Frontline,Fair,6
PC,Thandor: The Invasion,Poor,4
PS2,ATV Offroad Fury,Fair,6
PC,Riddle of the Sphinx,Good,7
PS2,RC Revenge Pro,Mediocre,5
PS2,Aqua Aqua,Good,7
PC,Mayday,Terrible,2
GBC,Action Man: Search For Base X,Great,8
DC,Unreal Tournament,Superb,9
PS,Ford Racing,Poor,4
PS2,ESPN NBA 2Night,Good,7
PS2,Unison,Mediocre,5
PS,Vanishing Point,Good,7
PC,NBA Live 2001,Great,8
PC,Star Trek Away Team,Mediocre,5
PS2,Tiger Woods PGA Tour 2001,Mediocre,5
PC,Star Wars: Battle for Naboo,Fair,6
PS2,Army Men: Sarge's Heroes 2,Mediocre,5
PS,Ducati World Racing Challenge,Good,7
PS2,Shadow of Destiny,Great,8
PC,The Moon Project,Great,8
PS2,NBA ShootOut 2001,Fair,6
GBC,Project S-11,Fair,6
PC,Colin McRae Rally 2.0,Great,8
GBC,Scooby-Doo! Classic Creep Capers,Good,7
PS,Dance Dance Revolution,Great,8
DC,Iron Aces,Fair,6
GBC,Dragon's Lair,Good,7
PS,Toy Story Racer,Fair,6
GBC,Toy Story Racer,Fair,6
DC,Surf Rocket Racers,Poor,4
DC,NBA Hoopz,Fair,6
PS,NBA Hoopz,Fair,6
GBC,NBA Hoopz,Fair,6
PS2,NBA Hoopz,Mediocre,5
PC,Europa Universalis,Great,8
PS2,All Star Baseball 2002,Great,8
PS,Triple Play Baseball,Great,8
PC,Triple Play Baseball,Mediocre,5
PS2,Triple Play Baseball,Great,8
PS,Metal Slug X,Great,8
PS,Army Men World War: Final Front,Fair,6
GBC,Disney's The Little Mermaid II Pinball Frenzy,Good,7
GBC,SpongeBob SquarePants: Legend of the Lost Spatula,Bad,3
GBC,Tom and Jerry: Mouse Hunt,Good,7
PC,Crime Cities,Mediocre,5
GBC,Indiana Jones and the Infernal Machine,Fair,6
PS,Rogue Spear,Fair,6
PC,The Sims: House Party,Great,8
N64,Aidyn Chronicles: The First Mage,Mediocre,5
PC,Evil Dead: Hail to the King,Bad,3
PS2,MDK2 Armageddon,Good,7
DC,Illbleed,Fair,6
DC,Record of Lodoss War,Fair,6
GBC,Mickey's Speedway USA,Superb,9
PC,Tribes 2,Great,8
PS,The Simpsons Wrestling,Fair,6
GBC,Roswell Conspiracies: Aliens; Myths & Legends,Fair,6
DC,Spider-Man,Good,7
PC,Kohan: Immortal Sovereigns,Great,8
PC,Cossacks: European Wars,Good,7
PS,MTV Sports: T.J. Lavin's Ultimate BMX,Terrible,2
GBC,Kirby Tilt 'n' Tumble,Great,8
PC,X-COM: Enforcer,Fair,6
PC,Fate of the Dragon,Good,7
PC,High Heat Major League Baseball 2002,Good,7
PS2,High Heat Major League Baseball 2002,Fair,6
GBA,Kuru Kuru Kururin Import,Good,7
PS2,The Adventures of Cookie & Cream,Great,8
PC,Evil Islands: Curse of the Lost Soul,Good,7
N64,Pok&#233mon Stadium 2,Good,7
GBC,Legend of the River King 2,Good,7
GBC,Tech Deck Skateboarding,Good,7
PS2,Rumble Racing,Great,8
N64,Dr. Mario 64,Good,7
PS2,Quake III Revolution,Good,7
PS,Strikers 1945,Mediocre,5
PC,Game Room,Fair,6
PS,Smurf Racer,Poor,4
PS,KISS Pinball,Abysmal,1
GBC,Batman: Chaos in Gotham,Good,7
PS,Spec Ops: Ranger Elite,Poor,4
PS2,Crazy Taxi,Good,7
PS2,Dark Cloud,Great,8
GBA,Tony Hawk's Pro Skater 2,Superb,9
PS2,Escape from Monkey Island,Great,8
PC,Echelon,Good,7
GBC,Mat Hoffman's Pro BMX,Good,7
GBA,Ready 2 Rumble Boxing Round 2,Good,7
PS,Time Crisis: Project Titan,Fair,6
GBA,Namco Museum,Good,7
PS2,Cool Boarders 2001,Good,7
PS2,Motor Mayhem: Vehicular Combat League,Good,7
PC,Steel Soldiers,Fair,6
PS2,Gauntlet Dark Legacy,Fair,6
PC,Emperor: Battle for Dune,Great,8
DC,Confidential Mission,Mediocre,5
DC,Worms World Party,Great,8
GBA,Pinobee: Wings of Adventure,Mediocre,5
PS2,Tokyo Xtreme Racer: Zero,Good,7
GBA,Iridion 3-D,Mediocre,5
PC,Hostile Waters: Antaeus Rising,Great,8
DC,Crazy Taxi 2,Great,8
PS2,MTV Music Generator 2,Good,7
PC,Fly! II,Fair,6
PC,World War II Online: Blitzkrieg,Mediocre,5
GBC,Commander Keen,Fair,6
GBA,Super Dodge Ball,Good,7
